Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
10,1,9,10,22.6,41.6,21.9,13.9,313302,159771,110555,12176,661,97718,42976,10038,31212,15917,11014,1213,66,9735,4281,120187,75790,23812,19065,4747,20585,-2076,22661,3866,2408,1458,480,978,31088,31474,23171,0
10,1,7,9,24.7,39.3,22.5,13.4,335319,173223,119120,21224,709,97187,42976,11552,29027,14995,10312,1837,61,8413,3720,180487,114974,37990,30348,7642,27523,9220,18303,5139,3925,1214,245,969,35121,29293,18889,0
10,1,6,6,20.9,42.4,23.8,13,517431,287079,164313,14901,835,148577,66039,15946,32449,18003,10304,934,52,9318,4141,250944,162841,45758,36183,9575,42345,7127,35218,5505,4080,1425,162,1263,45585,39912,27884,1
10,1,6,6,20.1,43.7,23.1,13.1,505463,301081,149900,13761,856,135283,54482,14643,34519,20561,10237,940,58,9239,3721,323549,184120,49140,36527,12613,90289,7245,83044,6276,5107,1169,152,1017,51553,36052,81656,0
10,1,6,6,24.6,41.7,21.5,12.2,456526,256487,139399,10114,857,128428,60640,14984,30468,17117,9303,675,57,8571,4047,248450,174146,51691,41311,10380,22613,-877,23490,6194,4783,1411,157,1254,40111,36409,18732,0
10,1,6,6,20.6,41.3,24.1,14,555569,302587,163536,17418,870,145248,89446,16266,34155,18602,10054,1071,53,8930,5499,281800,152836,46084,37014,9070,82880,26523,56357,5553,3980,1573,241,1332,50747,38401,42310,1
10,1,9,10,23,44.8,20.3,12,345518,172956,128277,11624,1063,115590,44285,11282,30626,15330,11370,1030,94,10246,3925,129009,80661,25427,20492,4935,22921,8038,14883,3920,2444,1476,589,887,32910,33004,16779,0
10,1,1,1,17.8,36.3,26.6,19.3,1095171,756069,169960,17159,1112,151689,169142,23450,46702,32242,7248,732,47,6469,7213,1447775,1026985,264299,198693,65606,156491,5633,150858,19679,15921,3758,101,3657,73570,64505,41252,3
10,1,6,6,20.4,42.6,23.9,13.1,757406,447696,208619,19567,1193,187859,101091,25630,29552,17468,8140,763,47,7330,3944,436831,308372,100482,82675,17807,27977,18,27959,10277,8320,1957,358,1599,42506,37064,17485,0
10,1,3,2,18.2,42.3,31.1,8.5,661111,396161,190339,17943,1226,171170,74611,22279,29674,17782,8543,805,55,7683,3349,231726,150062,51656,40933,10723,30008,396,29612,5632,3829,1803,196,1607,41145,39191,18427,0
10,1,7,8,23.6,40.6,24.4,11.4,587713,280359,210237,28962,1249,180026,97117,20227,29056,13861,10394,1432,62,8900,4801,286622,198684,59195,46779,12416,28743,-3772,32515,8318,6154,2164,383,1781,34458,32285,18257,0
10,1,3,2,14.2,46.6,26.5,12.8,808627,468019,236654,23481,1267,211906,103954,22499,35941,20802,10518,1044,56,9418,4620,284511,164390,47661,36651,11010,72460,32439,40021,8125,5152,2973,349,2624,35017,31908,15252,0
10,1,6,6,16.5,44.7,24.6,14.2,777307,420103,238999,19374,1288,218337,118205,24229,32082,17339,9864,800,53,9011,4879,352434,207437,58985,45797,13188,86012,37465,48547,8449,5973,2476,320,2156,41713,34729,22517,0
10,1,2,2,21.2,37.9,25.1,15.8,905766,559641,215602,23419,1289,190894,130523,22204,40793,25205,9710,1055,58,8597,5878,323170,219938,60436,44444,15992,42796,-6481,49277,9048,6050,2998,324,2674,35717,36353,18428,1
10,1,7,11,24.8,42.2,21.5,11.4,603034,282265,239604,28085,1392,210127,81165,20379,29591,13851,11757,1378,68,10311,3983,262417,163587,52374,42263,10111,46456,4803,41653,8287,5575,2712,764,1948,31666,29343,21382,0
10,1,6,6,20.6,39,25,15.4,704591,376533,240450,27053,1440,211957,87608,20550,34287,18323,11701,1316,70,10314,4263,329821,227908,63323,48077,15246,38590,-5667,44257,9649,6890,2759,632,2127,34182,33078,20807,0
10,1,2,2,17.1,37.5,25.3,20.1,1141608,827102,197050,22847,1444,172759,117456,25570,44646,32347,7706,894,56,6756,4594,972520,704234,176124,128106,48018,92162,-5533,97695,16867,14054,2813,88,2725,57658,50109,35851,1
10,1,6,4,26.4,42.5,20.8,10.3,952703,636611,206986,22367,1475,183144,109106,22895,41612,27806,9041,977,64,7999,4765,269591,189872,50563,38535,12028,29156,-3554,32710,6789,4768,2021,56,1965,39710,39822,16646,0
10,1,6,6,21,40.7,22.5,15.8,1181976,719941,287676,27164,1607,258905,174359,31428,37609,22908,9153,864,51,8238,5548,506808,347297,95252,73553,21699,64259,5135,59124,12725,9457,3268,527,2741,39828,36724,21570,0
10,1,2,2,17.4,42.3,26.8,13.5,1027395,568777,267359,30500,1696,235163,191259,27111,37896,20980,9862,1125,63,8674,7055,485969,361427,90368,69206,21162,34174,-6246,40420,10926,7382,3544,555,2989,44478,48961,13523,2
10,1,1,1,15.8,44.5,25.7,14,934285,644412,191576,22396,1810,167370,98297,21486,43483,29992,8916,1042,84,7790,4575,827439,595336,175004,139047,35957,57099,-164,57263,10711,8692,2019,49,1970,77251,68492,29068,0
10,1,6,6,26,38.4,22.7,12.9,1063127,555280,362450,42608,1852,317990,145397,33734,31515,16461,10744,1263,55,9426,4310,468990,307683,87542,67581,19961,73765,17359,56406,11929,8838,3091,559,2532,39315,34814,22277,0
10,1,2,2,22.5,38.8,23.8,15,1217285,752502,304837,39441,2003,263393,159946,33152,36718,22699,9195,1190,60,7945,4825,1333741,1035599,258443,193704,64739,39699,-2506,42205,20110,16672,3438,127,3311,66322,62116,12747,2
10,1,6,5,19.7,44.2,22.2,13.9,923669,469992,341011,45194,2281,293536,112666,26309,35108,17864,12962,1718,87,11157,4282,386835,233540,66869,50954,15915,86426,40938,45488,10417,7407,3010,366,2644,37135,31530,17204,1
10,1,6,6,26.1,39.3,23.3,11.3,1422417,780757,455628,52603,2289,400736,186032,41042,34658,19023,11102,1282,56,9764,4533,560302,363507,111472,89850,21622,85323,7223,78100,16125,11736,4389,787,3602,34747,30974,21682,0
10,1,6,5,15,33.1,32.6,19.4,1378138,794843,375992,49719,2411,323862,207303,39003,35334,20379,9640,1275,62,8304,5315,801485,499019,150495,121008,29487,151971,29323,122648,18697,14196,4501,521,3980,42867,35152,30816,1
10,1,1,1,18.3,39.1,30.5,12.1,1364918,836642,337582,51089,2474,284019,190694,45439,30038,18412,7429,1124,54,6251,4197,792823,537595,176543,143528,33015,78685,2204,76481,16897,11690,5207,35,5172,46921,45988,14788,0
10,1,6,3,23.4,41.1,23.3,12.2,1469758,756781,546978,62812,2485,481681,165999,46389,31683,16314,11791,1354,54,10384,3578,591499,407414,116973,92181,24792,67112,12,67100,16918,11367,5551,679,4872,34963,35842,13773,2
10,1,2,2,18.7,39.4,26.5,15.5,1446640,786098,444959,44260,2662,398037,215583,40076,36097,19615,11103,1104,66,9932,5379,708234,494834,128936,97035,31901,84464,-101,84565,17628,12985,4643,368,4275,40177,38108,19781,0
10,1,5,8,12.5,36.6,33.2,17.7,1952179,1163660,415843,38053,2785,375005,372676,51497,37909,22597,8075,739,54,7282,7237,1492352,1043006,387992,293875,94117,61354,-3445,64799,25911,22742,3169,393,2776,57595,45863,23343,0
10,1,1,1,11.8,35.4,30.5,22.3,2434389,1755308,377721,36704,2803,338214,301360,52647,46240,33341,7175,697,53,6424,5724,2526195,1887201,510342,393207,117135,128652,-159,128811,34461,28357,6104,55,6049,73306,66552,21295,2
10,1,4,5,11.8,26.8,25.2,36.2,1739204,1006846,368296,43392,2829,322075,364062,47634,36512,21137,7732,911,59,6761,7643,1129261,722199,195311,150884,44427,211751,31776,179975,25949,19612,6337,279,6058,43518,36824,29709,8
10,1,1,1,15.8,37.3,30.5,16.4,1695864,1132075,385418,52587,2938,329893,178371,43585,38909,25974,8843,1207,67,7569,4092,1239951,859922,245913,191275,54638,134116,1023,133093,20268,15586,4682,16,4666,61178,55173,28524,3
10,1,2,2,22.4,40.8,24.7,12.2,2236769,1384793,549085,62743,3345,482997,302891,62696,35676,22087,8758,1001,53,7704,4831,887091,567451,151461,114848,36613,168179,10517,157662,23515,16327,7188,719,6469,37724,34755,24372,7
10,1,2,2,24.2,41.7,22,12.1,2348770,1506710,495373,49149,3366,442858,346687,59979,39160,25121,8259,819,56,7384,5780,962990,621753,159023,120631,38392,182214,29599,152615,22448,15079,7369,1004,6365,42899,41233,23977,1
10,1,4,5,20.2,48.9,20.2,10.6,2096470,1215674,503539,59745,3502,440292,377257,52920,39616,22972,9515,1129,66,8320,7129,1819603,1381407,317720,230559,87161,120476,-8724,129200,32648,27076,5572,96,5476,55734,51020,23594,2
10,1,3,2,23.9,39.7,20.1,16.3,4446299,2744872,778019,72768,4802,700449,923408,98363,45203,27906,7910,740,49,7121,9388,2976961,2154721,519798,384370,135428,302442,14225,288217,51312,40324,10988,327,10661,58017,53435,27035,6
10,1,2,2,21.5,43.5,22.3,12.7,2767599,1665602,681768,88043,4875,588850,420229,73833,37485,22559,9234,1192,66,7975,5692,2153218,1626329,357739,255104,102635,169150,-8020,177170,41878,32489,9389,210,9179,51416,50058,19302,8
10,1,4,5,23.5,42.4,20.5,13.5,3288654,1876732,960729,117009,5152,838568,451193,83625,39326,22442,11489,1399,62,10028,5395,1441381,965490,264588,203602,60986,211303,-13157,224460,37052,26585,10467,1102,9365,38902,36317,23968,4
10,1,2,2,11.6,33.9,26.9,27.6,5570826,4210083,749194,70279,5962,672953,611549,119376,46666,35267,6276,589,50,5637,5123,3529353,2649516,616066,444334,171732,263771,-91,263862,61218,47879,13339,203,13136,57652,55338,20087,7
10,1,3,2,21.7,39.6,24.3,14.4,4797848,3099500,935114,103796,6043,825275,763234,113928,42113,27206,8208,911,53,7244,6699,4194738,3168226,658131,453405,204726,368381,5983,362398,73109,59830,13279,142,13137,57376,52954,27586,18
10,1,2,2,11.2,28.7,34.5,25.7,5196629,3313379,1037179,90934,6370,939875,846071,125722,41334,26355,8250,723,51,7476,6730,3152047,2115445,605979,448992,156987,430623,-1248,431871,66782,51998,14784,392,14392,47199,40683,30008,12
10,1,2,2,14.7,40.4,27.5,17.4,5303613,3809680,965471,85723,6595,873153,528462,137564,38554,27694,7018,623,48,6347,3842,1590445,1056577,273991,206132,67859,259877,-136,260013,42046,28341,13705,333,13372,37826,37281,19445,5
10,1,3,2,18,36.2,25.9,19.9,4643079,2805229,1293079,153916,7436,1131727,544771,128735,36067,21791,10045,1196,58,8791,4232,2364586,1613068,456686,356664,100022,294832,2942,291890,60732,45338,15394,894,14500,38935,35579,20130,3
10,1,3,2,15.3,37.1,27.5,20.1,5581124,3084823,1578941,143996,7532,1427413,917360,131993,42283,23371,11962,1091,57,10814,6950,3757732,2478895,660620,496442,164178,618217,11555,606662,76220,62487,13733,690,13043,49301,39671,46512,7
10,1,3,2,14.4,34,27.3,24.3,5859666,3425797,1472508,202641,9287,1260580,961361,156911,37344,21833,9384,1291,59,8034,6127,4174901,2998490,737430,544130,193300,438981,10870,428111,98149,75363,22786,358,22428,42536,39787,19088,12
10,1,3,2,13.9,33.9,30.5,21.7,8673554,5657412,1710427,169751,10315,1530361,1305715,198542,43686,28495,8615,855,52,7708,6577,6638934,4613121,1186544,883907,302637,839269,3938,835331,120570,97663,22907,744,22163,55063,47235,37690,8
10,1,1,1,10.5,25.9,31.1,32.5,13859048,9417066,2065661,136776,11927,1916958,2376321,249320,55587,37771,8285,549,48,7689,9531,7187559,4244952,973840,709058,264782,1968767,1448,1967319,133212,92484,40728,497,40231,53956,45899,48901,44
10,1,2,2,13,28.9,26.2,31.8,11719941,7889246,1694226,171344,12790,1510092,2136469,239665,48901,32918,7069,715,53,6301,8914,10299455,7294923,1504797,1033047,471750,1499735,-2364,1502099,187733,146014,41719,524,41195,54862,49960,36463,58
10,1,2,2,13.5,33.2,29.4,24,11748223,6863009,2456944,325772,15348,2115824,2428270,251577,46698,27280,9766,1295,61,8410,9652,8604314,5450577,1359557,994637,364920,1794180,-134,1794314,164929,124171,40758,484,40274,52170,43896,44553,16
10,1,1,1,14.1,23,26.4,36.5,18525947,10895467,3200527,502801,22567,2675159,4429953,390711,47416,27886,8192,1287,58,6847,11338,15407598,10867898,2504765,1771116,733649,2034935,0,2034935,277143,215652,61491,0,61491,55594,50396,33093,17
10,1,1,1,15.1,31.4,28.3,25.2,20778772,13094649,3786599,375299,24184,3387116,3897524,436888,47561,29973,8667,859,55,7753,8921,14556307,10149474,2135626,1474260,661366,2271207,829,2270378,278790,210406,68384,52,68332,52212,48238,33226,65
10,1,2,2,9.8,27.2,28.6,34.5,20438940,13108357,3616148,456975,24292,3134881,3714435,446496,45776,29358,8099,1023,54,7021,8319,19515945,14378443,3388030,2484170,903860,1749472,1829,1747643,349176,286176,63000,348,62652,55891,50243,27894,65
10,1,8,7,34.4,38.2,21.3,6.1,17820,1290,9638,1919,114,7605,6892,1346,13239,958,7160,1426,85,5650,5120,-2230,6362,1783,1207,576,-10375,-10915,540,426,266,160,71,89,-5235,23917,6067,0
10,1,8,7,24.7,25.3,28.6,21.5,121944,33297,61232,10411,294,50527,27415,4563,26725,7297,13419,2282,64,11073,6008,36968,39255,10327,7264,3063,-12614,-21172,8558,2031,1344,687,115,572,18202,29208,14962,1
10,1,9,10,15.5,37.8,30.6,16.2,257603,135049,87937,9079,359,78499,34617,7720,33368,17493,11391,1176,47,10168,4484,104190,68802,18740,13635,5105,16648,4800,11848,2856,1896,960,160,800,36481,36288,14810,0
10,1,9,10,18.6,35.6,28.5,17.3,251257,134775,83259,9614,381,73264,33223,8367,30030,16108,9951,1149,46,8756,3971,134671,93605,25230,18268,6962,15836,3646,12190,3428,2503,925,207,718,39286,37397,16978,0
10,1,1,1,26.9,35.5,27.3,10.3,228766,119394,84964,10439,390,74135,24408,8161,28032,14630,10411,1279,48,9084,2991,54430,35307,9917,7151,2766,9206,726,8480,2141,1080,1061,259,802,25423,32692,10574,0
10,1,9,8,17.9,34.5,31.2,16.4,343491,182417,109142,10111,448,98583,51932,10202,33669,17881,10698,991,44,9663,5090,57571,42330,11211,7919,3292,4030,-12367,16397,2799,1432,1367,429,938,20568,29560,17481,0
10,1,9,10,14.8,36.1,30.9,18.1,340877,174484,123283,11559,453,111271,43110,9869,34540,17680,12492,1171,46,11275,4368,98403,69300,17372,12023,5349,11731,-3321,15052,3923,2242,1681,306,1375,25084,30910,10947,0
10,1,8,7,30.2,36.5,18.4,14.9,253050,115082,98440,14792,487,83161,39528,9085,27854,12667,10835,1628,54,9154,4351,88711,61425,15801,11135,4666,11485,2074,9411,3317,2070,1247,150,1097,26744,29674,8579,0
10,1,7,9,19.8,33.7,25.6,21,321458,142084,127644,13658,529,113457,51730,10183,31568,13953,12535,1341,52,11142,5080,121500,86768,21900,15261,6639,12832,-3150,15982,4022,2869,1153,290,863,30209,30243,18519,0
10,1,8,5,21.1,38.9,26.7,13.2,378469,200502,132514,13494,542,118478,45453,12546,30167,15981,10562,1076,43,9443,3623,116441,70170,17220,11852,5368,29051,14988,14063,3745,2217,1528,489,1039,31092,31651,13535,0
10,1,8,7,24.1,36.8,30.5,8.7,384553,230163,115592,11732,544,103316,38798,13543,28395,16995,8535,866,40,7629,2865,101916,69447,20157,14977,5180,12312,2322,9990,3474,2286,1188,327,861,29337,30379,11603,0
10,1,3,2,19.3,38.6,31.6,10.6,354535,192531,125149,13165,553,111431,36855,12068,29378,15954,10370,1091,46,9234,3054,146317,107842,22837,15403,7434,15638,-300,15938,3636,2500,1136,258,878,40241,43137,18153,0
10,1,8,7,18.6,37.5,30.1,13.8,408324,218058,146993,13264,557,133172,43273,12672,32223,17208,11600,1047,44,10509,3415,192350,124225,28303,19467,8836,39822,24063,15759,4407,2875,1532,332,1200,43646,43209,13132,0
10,1,7,9,19,37,30,14,426416,215024,156097,17569,561,137967,55295,12462,34217,17254,12526,1410,45,11071,4437,163405,105845,29035,20629,8406,28525,1076,27449,5082,3273,1809,305,1504,32154,32339,18251,0
10,1,8,7,19.8,42.3,26.8,11,522005,315908,152227,14377,576,137274,53870,16077,32469,19650,9469,894,36,8539,3351,234907,117777,29989,21070,8919,87141,64964,22177,5166,3172,1994,548,1446,45472,37130,15337,0
10,1,8,7,24.3,35.8,25,15,318912,152905,129507,18893,584,110030,36500,11640,27398,13136,11126,1623,50,9453,3136,100616,64198,16827,11903,4924,19591,10532,9059,3443,2010,1433,283,1150,29223,31939,7877,0
10,1,9,8,20,33,33.9,13.1,275452,133345,107130,12731,590,93809,34977,10010,27518,13321,10702,1272,59,9372,3494,227597,170528,41055,28602,12453,16014,7678,8336,4253,3212,1041,319,722,53514,53091,11546,0
10,1,9,10,24.6,35.9,28.2,11.2,429275,218777,156009,15403,609,139997,54489,14626,29350,14958,10667,1053,42,9572,3725,170345,112717,29090,20341,8749,28538,4026,24512,5509,3727,1782,507,1275,30921,30243,19225,0
10,1,7,9,31.8,30.1,25.3,12.9,338147,163258,131881,23734,613,107534,43008,10939,30912,14924,12056,2170,56,9830,3932,138504,85913,23291,16647,6644,29300,9011,20289,4890,2872,2018,478,1540,28324,29914,13175,0
10,1,9,10,19.8,45,24.8,10.3,439524,226325,155340,18439,669,136232,57859,14590,30125,15512,10647,1264,46,9337,3966,154680,89321,22768,15990,6778,42591,15510,27081,4938,2930,2008,567,1441,31324,30485,18793,0
10,1,1,1,21.3,29.5,32,17.1,305497,148711,101662,22146,680,78836,55124,10260,29776,14494,9909,2158,66,7684,5373,379293,313638,59179,33846,25333,6476,-8722,15198,10319,9115,1204,94,1110,36757,34409,13692,0
10,1,7,9,29.1,34.6,26.2,10.1,376708,182824,137521,23187,706,113628,56363,14591,25818,12530,9425,1589,48,7788,3863,169160,116355,27525,18178,9347,25280,1601,23679,5035,3596,1439,443,996,33597,32357,23774,0
10,1,8,6,18.3,36.8,28.8,16.1,616210,347208,190598,23171,739,166688,78404,19240,32028,18046,9906,1204,38,8664,4075,302029,183567,47158,33039,14119,71304,42110,29194,8119,5641,2478,408,2070,37200,32542,14103,1
10,1,6,6,17.4,34.9,32.7,15,547696,290557,185353,16322,748,168283,71786,18035,30369,16111,10277,905,41,9331,3980,207293,147614,36972,25883,11089,22707,2608,20099,6468,4453,2015,219,1796,32049,33149,11191,0
10,1,9,8,21.1,34.9,30.8,13.3,559218,316038,182936,16047,770,166119,60244,16023,34901,19724,11417,1001,48,10368,3760,160574,106058,27007,19026,7981,27509,8345,19164,5094,3321,1773,279,1494,31522,31936,12827,0
10,1,9,8,15.9,37.3,32.9,13.9,566829,321229,175952,19586,781,155585,69648,16548,34254,19412,10633,1184,47,9402,4209,243786,152582,38924,27469,11455,52280,28191,24089,6212,4212,2000,369,1631,39244,36226,14769,0
10,1,6,6,21.7,38.3,27.9,12.1,644086,362515,210430,26001,785,183644,71141,22780,28274,15914,9237,1141,34,8062,3123,291340,171745,43645,29410,14235,75950,46730,29220,8001,5710,2291,526,1765,36413,30078,16555,0
10,1,8,6,20.9,40.9,26.7,11.5,588614,308576,205143,14527,833,189783,74895,19467,30237,15851,10538,746,43,9749,3847,285301,205737,51815,35715,16100,27749,319,27430,8034,6301,1733,245,1488,35512,32651,18434,1
10,1,7,9,16.7,29.9,37.1,16.3,708040,382312,231928,21423,880,209625,93800,21479,32964,17799,10798,997,41,9760,4367,314038,205129,54485,38932,15553,54424,30801,23623,8629,6462,2167,478,1689,36393,31744,13986,1
10,1,7,9,25.5,36.5,26.2,11.8,534331,265651,177522,21651,882,154989,91158,17384,30737,15281,10212,1245,51,8916,5244,277506,183650,45198,30486,14712,48658,15878,32780,8279,5804,2475,480,1995,33519,31642,16431,0
10,1,6,6,22.6,30.9,34.1,12.3,588319,311139,198922,23042,883,174997,78258,18671,31510,16664,10654,1234,47,9373,4191,244967,153629,38854,27101,11753,52484,-842,53326,7031,4941,2090,385,1705,34841,31093,31276,1
10,1,7,8,21.2,29,31.7,18.1,701549,355149,246644,29368,907,216369,99756,21448,32709,16559,11500,1369,42,10088,4651,520305,378636,93230,64212,29018,48439,2162,46277,13839,11419,2420,263,2157,37597,33158,21454,2
10,1,7,9,20.9,33.5,29.7,15.9,590717,308589,198822,24515,927,173380,83306,18447,32022,16728,10778,1329,50,9399,4516,267721,180748,42084,28589,13495,44889,20393,24496,7408,5190,2218,431,1787,36139,34826,13708,0
10,1,6,4,22.4,33.7,29.4,14.5,671639,361723,227497,23154,940,203403,82419,21991,30542,16449,10345,1053,43,9249,3748,323809,232297,58876,40499,18377,32636,221,32415,10041,7217,2824,587,2237,32249,32187,14490,1
10,1,7,8,22.3,30.1,34.6,13,746308,417117,239080,17234,946,220900,90111,23518,31733,17736,10166,733,40,9393,3832,329083,239353,57825,39632,18193,31905,3569,28336,8596,6888,1708,386,1322,38283,34749,21434,1
10,1,7,9,24.9,37.4,25,12.6,656917,367212,195368,25901,956,168511,94337,20486,32067,17925,9537,1264,47,8226,4605,336658,191881,46330,32034,14296,98447,46480,51967,7827,5499,2328,407,1921,43012,34894,27052,0
10,1,2,2,20.7,35.2,30.8,13.3,914733,510404,308537,30507,1015,277015,95792,27140,33704,18806,11368,1124,37,10207,3530,376176,226884,55998,38597,17401,93294,48656,44638,10890,7670,3220,494,2726,34543,29581,16375,0
10,1,6,6,20.6,37.1,30.3,11.9,750141,462407,192190,19333,1033,171824,95544,23409,32045,19753,8210,826,44,7340,4082,253729,183468,46401,32513,13888,23860,1748,22112,7996,5618,2378,485,1893,31732,32657,11681,0
10,1,7,9,21.8,32.8,31.4,14.1,988945,556812,290802,33392,1036,256374,141331,29445,33586,18910,9876,1134,35,8707,4800,681985,455887,108769,75700,33069,117329,63969,53360,16261,13096,3165,557,2608,41940,34811,20460,0
10,1,7,9,21.8,33.3,32.6,12.3,729073,387774,244440,22112,1064,221264,96859,25417,28684,15256,9617,870,42,8705,3811,348715,252292,62630,42948,19682,33793,-161,33954,10265,7898,2367,422,1945,33971,31944,17457,0
10,1,6,4,21.7,33.2,30.5,14.7,850168,495083,240105,21748,1083,217274,114980,28265,30078,17516,8495,769,38,7687,4068,597446,434966,97805,65020,32785,64675,4309,60366,14651,10882,3769,587,3182,40779,39971,18971,1
10,1,6,6,24.7,41,23.6,10.7,473662,168344,248390,46138,1161,201091,56928,18325,25848,9187,13555,2518,63,10974,3107,152678,126392,33329,23609,9720,-7043,-29269,22226,6513,4264,2249,447,1802,23442,29642,12334,0
10,1,6,6,22.1,37.4,27.6,12.9,769336,373491,280154,33419,1172,245563,115691,25408,30279,14700,11026,1315,46,9665,4553,448746,311489,69944,46341,23603,67313,24297,43016,12043,8851,3192,449,2743,37262,35193,15682,0
10,1,2,2,23.6,36,26.1,14.3,728634,351562,261144,42577,1208,217359,115928,27411,26582,12826,9527,1553,44,7930,4229,355621,277002,78469,57089,21380,150,-36423,36573,10167,7272,2895,567,2328,34978,38092,15710,0
10,1,7,9,20,32,28.7,19.3,692522,389644,201535,27913,1220,172402,101343,19989,34645,19493,10082,1396,61,8625,5070,352482,210554,47533,31317,16216,94395,58148,36247,8506,6020,2486,339,2147,41439,34976,16883,1
10,1,7,8,24,30.9,30.3,14.9,941011,585945,245577,24428,1254,219895,109489,30834,30519,19003,7964,792,41,7132,3551,606507,445159,102414,65750,36664,58934,-3408,62342,16877,13318,3559,739,2820,35937,33425,22107,0
10,1,2,2,21.5,30.7,34.5,13.3,899136,512054,288982,42921,1299,244762,98100,28812,31207,17772,10030,1490,45,8495,3405,402848,266644,73330,51589,21741,62874,14064,48810,11002,7736,3266,410,2856,36616,34468,17090,0
10,1,6,5,13.4,36.7,34.9,15,1238640,754711,338103,33502,1363,303238,145826,34516,35886,21866,9796,971,39,8785,4225,661127,461031,102216,67940,34276,97880,21867,76013,17435,12892,4543,488,4055,37920,35761,18745,1
10,1,1,1,19.5,31.5,32.9,16.1,920850,554015,261430,27442,1371,232617,105405,28379,32448,19522,9212,967,48,8197,3714,300620,200648,50898,35716,15182,49074,-2078,51152,9866,6189,3677,492,3185,30470,32420,16060,4
10,1,7,8,27.8,29.4,28.3,14.5,710877,307391,283396,53346,1409,228641,120090,26902,26425,11426,10534,1983,52,8499,4464,385236,296405,78964,56355,22609,9867,-29664,39531,11992,9469,2523,294,2229,32124,31303,17735,0
10,1,7,8,19.2,33.5,31.3,15.9,1217167,650463,393689,35015,1453,357221,173015,37250,32676,17462,10569,940,39,9590,4645,714263,526436,121945,82061,39884,65882,1822,64060,19179,15012,4167,429,3738,37242,35068,17138,1
10,1,5,8,20.5,34.8,27.4,17.4,1035488,507413,343260,44640,1477,297143,184815,31400,32977,16160,10932,1422,47,9463,5886,621057,415185,89277,58999,30278,116595,3266,113329,16611,11835,4776,152,4624,37388,35081,24509,1
10,1,7,8,21.6,26.9,34.6,16.9,778783,334657,316021,54842,1524,259655,128105,24481,31812,13670,12909,2240,62,10606,5233,396130,308412,71642,48323,23319,16076,-30160,46236,11644,8976,2668,239,2429,34020,34360,19035,0
10,1,7,8,23.9,24.4,28.8,22.9,1116583,518412,394472,65809,1651,327012,203699,33251,33580,15591,11863,1979,50,9835,6126,589650,448813,112559,77990,34569,28278,-37353,65631,16680,13131,3549,374,3175,35351,34180,20671,2
10,1,1,1,20.6,41.3,25,13.1,1075100,623772,339548,49226,1687,288635,111780,35887,29958,17382,9462,1372,47,8043,3115,404318,279143,60609,39672,20937,64566,-4972,69538,12348,7352,4996,488,4508,32744,37968,15425,0
10,1,6,5,19.3,34.6,30.1,15.9,1196944,604355,418961,58259,1713,358989,173628,39862,30027,15161,10510,1462,43,9006,4356,727344,509236,126396,88125,38271,91712,5588,86124,21350,15837,5513,427,5086,34068,32155,16934,0
10,1,5,8,21.8,35.5,24.8,17.9,964020,421074,344529,61379,1804,281346,198417,30194,31928,13946,11411,2033,60,9318,6571,673535,522825,134678,94217,40461,16032,-41735,57767,18706,15685,3021,263,2758,36006,33333,20945,2
10,1,7,9,20.1,35.5,27.9,16.5,1150489,621632,357666,35127,1870,320669,171191,35830,32110,17349,9982,980,52,8950,4778,592310,418455,104089,70545,33544,69766,958,68808,14055,10747,3308,611,2697,42142,38937,25513,1
10,1,6,4,22.2,38.2,25.2,14.4,1057842,587309,335516,50066,1878,283572,135017,34153,30974,17196,9824,1466,55,8303,3953,606368,422425,99985,67720,32265,83958,1882,82076,16833,11970,4863,613,4250,36023,35290,19312,0
10,1,2,2,15.3,27.6,36.2,20.9,1522443,796508,396056,37322,1886,356848,329879,46255,32914,17220,8562,807,41,7715,7132,974056,748154,195261,134917,60344,30641,-499,31140,20157,15250,4907,209,4698,48323,49059,6628,3
10,1,3,2,9.4,23.6,31.1,35.9,2293018,1550381,385692,40209,2170,343313,356945,60827,37697,25488,6341,661,36,5644,5868,1048512,628098,136797,89383,47414,283617,9449,274168,29856,20374,9482,349,9133,35119,30828,30019,0
10,1,4,3,10.5,18.9,28.8,41.9,1966595,1136487,372291,26142,2184,343965,457817,52654,37349,21584,7071,496,41,6533,8695,1330561,925554,227412,159813,67599,177595,-223,177818,31996,24579,7417,377,7040,41585,37656,25258,6
